contingency_index,W_k,Pg_0,Pg_1,Pg_2,u_j_0,u_j_1,u_j_2,Z_k_0,Z_k_1,Z_k_2,R_0,R_1,R_2,R_3,R_4,R_5,R_6,X_0,X_1,X_2,X_3,X_4,X_5,X_6,B_0,B_1,B_2,B_3,B_4,B_5,B_6,active_0,active_1,active_2,active_3,active_4,active_5,active_6
6,0.005245898925992702,0.0033175543101008147,0.11205785328321188,0.11306429349986924,0.004845233089282524,0.112057853447283,0.11306429349991275,1.5125657271698552e-08,1.8205475009551844e-08,0.44426919888265304,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,3.597463086825322e-08,0.025585860013655926,0.10115653089538264,0.10125633594167717,0.025860508732261363,0.10115658475485702,0.10125638366398501,4.243272736325298e-07,6.152544992770587e-07,6.157567174359377e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.025585860013655926,0.10115653089538264,0.10125633594167717,0.025839916453901494,0.1011566045123102,0.10125640904234778,4.655093893507321e-07,7.417548317669283e-07,7.423255675465408e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,1.362750943391334e-08,0.025585860013655926,0.10115653089538264,0.10125633594167717,0.0259275205943632,0.10115658677536178,0.10125638697092908,4.244376289317886e-07,5.653839005092154e-07,5.659387351681072e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,0.00023301297682591356,0.025585860013655926,0.10115653089538264,0.10125633594167717,0.026899389543056183,0.10115653055607657,0.101256335912254,1.819647879306772e-09,0.22131674352092603,3.001108232285052e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.0002665979511301674,0.025585860013655926,0.10115653089538264,0.10125633594167717,0.026884367043374012,0.10115653103111337,0.10125633592841297,1.0254823889207518e-09,1.689158101599294e-09,0.39849093760143744,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,0.00023342677323974782,0.025585860013655926,0.10115653089538264,0.10125633594167717,0.027093043065061287,0.10115653078283465,0.10125633593248096,6.853840236029883e-10,0.2448922696268599,1.2170388871523966e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.0002695486645611985,0.025585860013655926,0.10115653089538264,0.10125633594167717,0.027081505984172544,0.10115653112007254,0.10125633592527516,1.6976131246773732e-09,3.0041991852875793e-09,0.39858533004254726,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,4.221975950332254e-08,0.027304254934168957,0.10010352381155783,0.10058006805323837,0.02758077666922732,0.10010357875641786,0.10058009590770285,4.07752494979658e-07,5.86215890481402e-07,5.886473720225865e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.027304254934168957,0.10010352381155783,0.10058006805323837,0.027555068099396483,0.10010359541533075,0.10058013610556055,4.229492386515878e-07,6.806009040988432e-07,6.832005311517705e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,1.6960274899085043e-08,0.027304254934168957,0.10010352381155783,0.10058006805323837,0.027650866949354487,0.1001035792803637,0.10058010176994213,3.9603154647615224e-07,5.205426510996588e-07,5.231502019430558e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,2.0735711775749286e-05,0.027304254934168957,0.10010352381155783,0.10058006805323837,0.028201626607581128,0.10010352381346253,0.10058006903600317,6.093578223321845e-09,0.20040580182760273,1.015321076517123e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.00011647063673397971,0.027304254934168957,0.10010352381155783,0.10058006805323837,0.028231268251300047,0.10010352367016657,0.10058006805319263,3.124654798395443e-09,5.187258094400092e-09,0.20136137478815896,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,2.0721154464203134e-05,0.027304254934168957,0.10010352381155783,0.10058006805323837,0.02836913407945778,0.10010352378570936,0.10058006326629189,2.2604961228155564e-08,0.20040184673476294,4.051370022999012e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.0001164902364355346,0.027304254934168957,0.10010352381155783,0.10058006805323837,0.028395826450240445,0.10010352344771281,0.10058006792362172,9.989792471310207e-09,1.7832134985012586e-08,0.2013615704755389,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,1.6457162136502319e-07,0.027983450031755435,0.09999910935175228,0.10000062295885714,0.028261326651076245,0.09999916362072513,0.10000067700787478,4.48638808477579e-07,6.439046423445627e-07,6.439151960649186e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.027983450031755435,0.09999910935175228,0.10000062295885714,0.02823349923424458,0.0999991784796107,0.10000069207139568,4.0631464471340905e-07,6.577059890009634e-07,6.577134967551566e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,9.588333333285446e-08,0.027983450031755435,0.09999910935175228,0.10000062295885714,0.02833263878513516,0.09999916288008641,0.10000067636475267,4.109252422384194e-07,5.384306153513206e-07,5.384394974367192e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,1.2548631820615287e-09,0.027983450031755435,0.09999910935175228,0.10000062295885714,0.028882766183053868,0.09999910934252697,0.10000062340604794,3.306915787449731e-09,0.00019369138156587141,5.519680937865906e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,1.2531233754723086e-07,0.027983450031755435,0.09999910935175228,0.10000062295885714,0.028880403440887915,0.09999910891999723,0.10000062294371928,3.0900377456954012e-09,5.16063027619607e-09,0.2001106800560709,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,8.727836833555102e-10,0.027983450031755435,0.09999910935175228,0.10000062295885714,0.029047939681508712,0.09999910933151906,0.10000062355677587,3.978305146714589e-09,0.0002154735019784809,7.140347775284224e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,1.155199210198972e-07,0.027983450031755435,0.09999910935175228,0.10000062295885714,0.029047193285609074,0.09999911268109296,0.10000062242871803,2.566008311888479e-08,4.6048667653961026e-08,0.19769424191720536,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,0.0,0.0038845231058171094,0.11433938199684344,0.11540968433327749,0.003903535185160809,0.11433925254347008,0.11540960297297723,4.868962830858366e-06,5.5169320432850706e-06,5.52878466719513e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.0038845231058171094,0.11433938199684344,0.11540968433327749,0.003911388180691599,0.11433926510885757,0.11540960839279511,3.852640191398475e-06,4.3336094637731094e-06,4.343082021351112e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,0.0,0.0038845231058171094,0.11433938199684344,0.11540968433327749,0.003927363040141169,0.11433925425624099,0.11540960482769728,4.8040339552365455e-06,5.35211079242781e-06,5.364333606790493e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,0.00581117450104215,0.0038845231058171094,0.11433938199684344,0.11540968433327749,0.005236126182466278,0.11433938199661475,0.11540968422444169,7.863147233186845e-09,0.44908584352729153,9.37712563571895e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.006294042711029158,0.0038845231058171094,0.11433938199684344,0.11540968433327749,0.005252271391160517,0.11433938188792378,0.11540968433267575,7.318593754240063e-09,8.708345838948243e-09,0.4532161136577165,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,0.005815190453690962,0.0038845231058171094,0.11433938199684344,0.11540968433327749,0.005415476107048403,0.11433938199686985,0.1154096845013402,1.414654120737674e-08,0.44918526152991767,1.7569472035878107e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.006298166002134502,0.0038845231058171094,0.11433938199684344,0.11540968433327749,0.005431301516363621,0.11433938215512715,0.11540968433326892,1.5462661041872685e-08,1.9139760478995124e-08,0.45331717552104595,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,2.8037035296313175e-07,0.031248252037465327,0.10095764562839885,0.10108715414668755,0.03138886011537767,0.10095769928949362,0.10108718742689608,4.424240221058911e-07,6.275947500447446e-07,6.284237696979031e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.031248252037465327,0.10095764562839885,0.10108715414668755,0.03134213613712555,0.10095771562851136,0.10108722283274928,3.6272783616924396e-07,6.0744684844637e-07,6.081329939886041e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,1.3740145049432408e-07,0.031248252037465327,0.10095764562839885,0.10108715414668755,0.03145259913569433,0.1009576991099898,0.10108719630124512,3.8531225586395415e-07,5.052000182897346e-07,5.059889662216145e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,0.00019263925812890127,0.031248252037465327,0.10095764562839885,0.10108715414668755,0.03213588781379128,0.10095764562843092,0.1010871538164357,2.0861706502446017e-09,0.20211838647106034,3.6499263836652584e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.00021883138741444073,0.031248252037465327,0.10095764562839885,0.10108715414668755,0.03232246177357635,0.10095764563057132,0.10108715414669445,1.2068930940347772e-10,1.83725208109973e-10,0.20237680220708512,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,0.0001926386474876536,0.031248252037465327,0.10095764562839885,0.10108715414668755,0.03227618783425768,0.10095764562827438,0.10108715372075776,2.333851141739693e-09,0.20211865772236068,4.349001989969848e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.0002188314910464585,0.031248252037465327,0.10095764562839885,0.10108715414668755,0.03249604139900765,0.10095764561943676,0.10108715414668756,2.0864152983192756e-10,3.579444087679728e-10,0.20237702501092567,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,3.133369232069404e-07,0.03311389147683683,0.10000449366097348,0.10000579501150908,0.03341599285448354,0.10000443994919471,0.10000574111824262,4.3367892195534676e-07,6.012172616121336e-07,6.012257884619219e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.03311389147683683,0.10000449366097348,0.10000579501150908,0.033361406618636014,0.10000456198184414,0.10000586331113313,3.403234354156811e-07,5.746381951697582e-07,5.746449995024182e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,3.2873930043293447e-06,0.03311389147683683,0.10000449366097348,0.10000579501150908,0.03348267593533334,0.10000450941963303,0.1000058086053815,1.1982793229115777e-06,1.528042286328701e-06,1.5280669728662818e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,8.883307881537767e-07,0.03311389147683683,0.10000449366097348,0.10000579501150908,0.03403330262752439,0.10000449316935933,0.10000579870566398,1.6254424106317402e-08,0.2001404723029167,2.8585919190290795e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,1.1445083050194553e-06,0.03311389147683683,0.10000449366097348,0.10000579501150908,0.03403199772014112,0.10000449807874451,0.10000579426969533,1.9016450124099665e-08,3.344590768594719e-08,0.2001443926952597,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,8.837282260996838e-07,0.03311389147683683,0.10000449366097348,0.10000579501150908,0.034165988485715386,0.10000449261499732,0.1000057996931548,1.9025562745735758e-08,0.20011572612695466,3.565533027868884e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,1.1394203507564423e-06,0.03311389147683683,0.10000449366097348,0.10000579501150908,0.034165095456003235,0.10000449899840888,0.10000579366275705,2.1211215778149342e-08,3.9752017119816364e-08,0.20012291907191035,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,0.0,0.0023445912432526845,0.10390620775828105,0.10482705896097431,0.0023925107370342175,0.1039060800504217,0.10482696594359094,8.024543093963056e-06,8.53454573598542e-06,8.54249566418241e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.0023445912432526845,0.10390620775828105,0.10482705896097431,0.0023982167263476074,0.1039060630948832,0.10482696245411613,8.82587540484629e-06,9.347100629777047e-06,9.355824695690606e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,0.0,0.0023445912432526845,0.10390620775828105,0.10482705896097431,0.002410468610286123,0.10390607776582333,0.10482696475690663,8.229899444711833e-06,8.681906237478211e-06,8.690257656659871e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,0.0013362103412580591,0.0023445912432526845,0.10390620775828105,0.10482705896097431,0.0035051326186784546,0.10390620762022376,0.10482705823871466,3.413765474225841e-08,0.4087649361779734,3.748069422320816e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.0017142635760368655,0.0023445912432526845,0.10390620775828105,0.10482705896097431,0.0035143986020072446,0.10390620682122899,0.1048270587907407,4.5423432841355624e-08,4.982594889201238e-08,0.41232894704412426,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,0.00133891593789709,0.0023445912432526845,0.10390620775828105,0.10482705896097431,0.003648117597980669,0.10390620726894038,0.10482706022812416,3.9541500230441855e-08,0.4088391752105503,4.416159926943107e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.00171704412760601,0.0023445912432526845,0.10390620775828105,0.10482705896097431,0.0036607016685548184,0.10390620663454195,0.10482705878663613,5.514150082161361e-08,6.151072543895752e-08,0.4124043730135611,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,0.0,0.009523273529967827,0.10062941845233798,0.10066171750775876,0.009760786965508986,0.10062950792115669,0.10066180648563973,1.6845102020883505e-06,2.086531136689285e-06,2.0867689974723426e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.009523273529967827,0.10062941845233798,0.10066171750775876,0.00976090487213013,0.1006295038270123,0.10066180460956328,1.5662622681187526e-06,1.9485717221778223e-06,1.948795041424127e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,0.0,0.009523273529967827,0.10062941845233798,0.10066171750775876,0.00978869207704382,0.10062950514043688,0.10066180352820289,1.6319676454052714e-06,1.9619338562818377e-06,1.9621723153185666e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,0.00012640239847006542,0.009523273529967827,0.10062941845233798,0.10066171750775876,0.010437730387964285,0.10062941844296946,0.10066171935998477,2.6805212025551525e-08,0.20146051746164698,3.438829841413095e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.00013290908452564845,0.009523273529967827,0.10062941845233798,0.10066171750775876,0.010441308630711727,0.1006294204474416,0.10066171748876517,2.7609597917749817e-08,3.5416186421832424e-08,0.20152530513902892,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,0.00012640091099341857,0.009523273529967827,0.10062941845233798,0.10066171750775876,0.010562441885877467,0.10062941842889372,0.10066171962423612,2.8958612963065996e-08,0.20146056969409123,3.825903292360884e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.00013290718827651445,0.009523273529967827,0.10062941845233798,0.10066171750775876,0.01056639026371599,0.10062942075588079,0.100661717465429,3.0003345115965065e-08,3.9636202517262503e-08,0.20152537573105023,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,0.0,0.010801716457152244,0.10000174616438293,0.10000197062675435,0.011037162153873434,0.10000183148984211,0.10000205594682281,1.4116082366236964e-06,1.7795184209416457e-06,1.779519977963169e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.010801716457152244,0.10000174616438293,0.10000197062675435,0.011035812988944224,0.1000018312849731,0.10000205575608478,1.3395333177450969e-06,1.7030084435483232e-06,1.7030099259956501e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,0.0,0.010801716457152244,0.10000174616438293,0.10000197062675435,0.01106678638656532,0.10000182820407817,0.10000205266009711,1.357347189562424e-06,1.6558210593204996e-06,1.6558226215287814e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,3.5054862841385916e-07,0.010801716457152244,0.10000174616438293,0.10000197062675435,0.011681717422454834,0.10000174616638817,0.10000197089373486,5.28141633374169e-09,0.2001685106648046,6.923765640728948e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,3.9624981314963295e-07,0.010801716457152244,0.10000174616438293,0.10000197062675435,0.01168157532877151,0.1000017464112485,0.10000197062744706,5.512987755404193e-09,7.226005960664655e-09,0.2001715817207474,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,3.507872444743536e-07,0.010801716457152244,0.10000174616438293,0.10000197062675435,0.011805857903349162,0.10000174616660562,0.10000197090693841,5.591865416649665e-09,0.20016607380839532,7.556646306476648e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,3.9636730475773234e-07,0.010801716457152244,0.10000174616438293,0.10000197062675435,0.011805787634980688,0.10000174644233421,0.10000197062765236,6.016114695835712e-09,8.133485002181796e-09,0.20016824543968967,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,0.0,0.0037223203563795807,0.11384607956245965,0.11491117391195374,0.0037373819604010774,0.11384595238119366,0.11491109200010628,4.951014606533431e-06,5.5359357073474875e-06,5.547042939778014e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.0037223203563795807,0.11384607956245965,0.11491117391195374,0.0037474359003903898,0.11384594980411099,0.11491108238024272,4.466888434976214e-06,4.9819262037281535e-06,4.991899914823898e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,0.0,0.0037223203563795807,0.11384607956245965,0.11491117391195374,0.003757773838562763,0.11384595314725449,0.11491109185035955,4.880581437314074e-06,5.418717839254243e-06,5.42998795924478e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,0.005590480364492855,0.0037223203563795807,0.11384607956245965,0.11491117391195374,0.005078790787609713,0.11384607953043134,0.11491117360654611,6.365918188092484e-08,0.4471908426456339,7.561465325533656e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
